"rt","url","experiment_phase","trial_type","trial_index","time_elapsed","internal_node_id","experiment_name","workerId","assignmentId","hitId","experiment_start_time","experiment_end_time","total_time","ip_address","version_date","anon_id","demo_mode","completion_code","page_rt","gem_values","response","correct_answer","gem_colors","gem_color_names","phase","gem_weights"
"187137","src/html/instructions.html","instructions","render-mustache-template","0","187217","0.0-0.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","","","","","","","",""
"9686.774999951012","","","wizard-gem-trial","1","199410","0.0-1.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","11687.70999996923","[74,23,30,61,23]","32","25.33333333333333","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"15626.385000010487","","","wizard-gem-trial","2","217545","0.0-2.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","17627.24000000162","[87,22,48,32,52]","52","40.666666666666664","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"8628.610000014305","","","wizard-gem-trial","3","228680","0.0-3.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","10628.885000012815","[18,15,4,94,93]","90","37.333333333333336","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"10080.205000005662","","","wizard-gem-trial","4","241268","0.0-4.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","12085.030000016559","[83,27,1,61,30]","75","19.333333333333336","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"3658.4149999544024","","","wizard-gem-trial","5","247439","0.0-5.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","5662.344999960624","[88,64,25,25,11]","55","33.33333333333333","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"6522.895000001881","","","wizard-gem-trial","6","256471","0.0-6.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","8527.83500001533","[87,50,6,83,12]","23","22.666666666666664","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"4137.044999981299","","","wizard-gem-trial","7","263118","0.0-7.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","6141.594999993686","[2,100,100,67,65]","76","88.33333333333331","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"2066.11499999417","","","wizard-gem-trial","8","267695","0.0-8.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","4069.034999993164","[29,84,31,54,40]","63","51.66666666666666","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
"1771.2500000488944","","","wizard-gem-trial","9","271971","0.0-9.0","wizard_gems","","","","2019-08-14T22:09:25Z","2019-08-14T22:23:39Z","853672","129.170.195.146","2019-08-10","jb7hfezj9naoz19","false","5880642950-exa-1613218306-mple","3772.0200000330806","[11,34,44,88,97]","43","58.33333333333333","[""#6F9CA4"",""#005BA8"",""#FF4100"",""#DA7100"",""#38A600""]","[""grey"",""blue"",""red"",""orange"",""green""]","learning","[0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333]"
